,Data ID,City Name,Latitude,Longitude,Date,Temperature (F),Humidity (%),Cloudiess (%),Wind Speed (mph)
57,2065594.0,mount isa,-20.73,139.49,1533265200.0,75.2,27.0,0.0,12.75
58,6167817.0,torbay,47.66,-52.73,1533261600.0,66.2,72.0,90.0,31.09
59,3622228.0,puntarenas,9.98,-84.84,1533261600.0,68.0,94.0,80.0,1.92
60,3421719.0,narsaq,60.91,-46.05,1533264600.0,48.2,57.0,8.0,6.93
61,1267433.0,kattivakkam,13.22,80.32,1533263400.0,84.2,74.0,40.0,9.17
62,5961417.0,husavik,50.56,-96.99,1533265706.0,65.04,77.0,20.0,12.21
63,1259385.0,port blair,11.67,92.75,1533265707.0,84.84,92.0,44.0,20.04
64,6165406.0,thompson,55.74,-97.86,1533262080.0,66.2,88.0,75.0,2.24
65,2162737.0,ingham,-18.65,146.16,1533265707.0,72.78,90.0,36.0,5.39
66,3831208.0,qaanaaq,77.48,-69.36,1533265707.0,39.84,90.0,92.0,5.17
67,1273574.0,vaini,15.34,74.49,1533265708.0,69.72,99.0,92.0,5.95
68,3162955.0,vigeland,58.46,8.52,1533264600.0,59.0,100.0,32.0,3.36
69,4501427.0,port elizabeth,39.31,-74.98,1533264900.0,75.92,94.0,20.0,13.44
70,1213855.0,sibolga,1.74,98.78,1533265708.0,74.4,89.0,68.0,0.92
71,2110227.0,butaritari,3.07,172.79,1533265708.0,84.12,100.0,68.0,10.31
72,2037222.0,gongzhuling,43.5,124.81,1533265709.0,91.05,54.0,0.0,9.98
73,2064735.0,nhulunbuy,-12.18,136.78,1533265200.0,86.0,51.0,20.0,11.41
74,3896218.0,castro,-42.48,-73.76,1533265709.0,46.95,99.0,92.0,7.96
75,2126710.0,beringovskiy,63.05,179.32,1533265710.0,54.6,91.0,0.0,7.52
76,3388847.0,sao felix do xingu,-6.64,-51.99,1533265710.0,81.15,52.0,8.0,2.71
77,1015776.0,bredasdorp,-34.53,20.04,1533261600.0,42.8,93.0,64.0,18.48
78,1630662.0,praya,-8.71,116.27,1533265200.0,80.6,69.0,75.0,11.41
79,1498283.0,mugur-aksy,50.38,90.44,1533265421.0,53.7,71.0,20.0,2.82
80,552465.0,kargopol,61.51,38.95,1533265711.0,73.95,58.0,0.0,10.31
81,2121385.0,severo-kurilsk,50.68,156.12,1533265711.0,55.23,94.0,88.0,3.71
82,1014034.0,carnarvon,-30.97,22.13,1533265711.0,26.61,63.0,0.0,2.93
83,3460542.0,itororo,-15.12,-40.07,1533265711.0,58.02,93.0,0.0,2.93
84,2208248.0,kaitangata,-46.28,169.85,1533265711.0,49.2,97.0,68.0,5.28
85,2396518.0,port-gentil,-0.72,8.78,1533265712.0,71.88,100.0,76.0,9.64
86,1252810.0,yairipok,24.67,94.07,1533265200.0,80.6,74.0,75.0,3.36
87,3405006.0,santo andre,-0.91,-46.86,1533265712.0,75.75,90.0,48.0,4.94
88,3577154.0,oranjestad,12.52,-70.03,1533261600.0,82.4,74.0,40.0,18.34
89,7671223.0,kloulklubed,7.04,134.26,1533261000.0,75.2,94.0,90.0,13.87
90,2129218.0,yoichi,43.19,140.77,1533265713.0,74.85,73.0,0.0,7.96
91,546105.0,nikolskoye,59.7,30.79,1533263400.0,66.2,82.0,0.0,2.24
92,1006984.0,east london,-33.02,27.91,1533265713.0,61.08,100.0,88.0,4.16
93,3571592.0,rock sound,24.9,-76.2,1533265713.0,83.67,99.0,80.0,18.03
94,533418.0,lukovetskiy,64.29,41.92,1533263400.0,57.2,87.0,90.0,11.18
95,2514651.0,los llanos de aridane,28.66,-17.92,1533265200.0,69.8,77.0,44.0,5.82
96,2345094.0,daura,13.04,8.32,1533265714.0,70.62,97.0,64.0,5.73
97,3939123.0,huasahuasi,-11.27,-75.65,1533265714.0,42.27,84.0,0.0,1.59
98,3176923.0,fiumicino,41.77,12.23,1533262800.0,75.29,83.0,20.0,3.36
99,2155415.0,new norfolk,-42.78,147.06,1533265200.0,60.8,44.0,75.0,6.93
100,2022572.0,khatanga,71.98,102.47,1533265715.0,51.18,85.0,92.0,12.1
101,1337610.0,thinadhoo,0.53,72.93,1533265715.0,82.77,100.0,76.0,10.76
102,100926.0,umm lajj,25.02,37.27,1533265715.0,74.58,100.0,0.0,1.36
103,2126123.0,chokurdakh,70.62,147.9,1533265715.0,48.3,88.0,24.0,17.47
104,1646698.0,cikampek,-6.42,107.46,1533261600.0,82.4,51.0,32.0,6.93
105,3389822.0,salinopolis,-0.61,-47.36,1533265716.0,80.52,96.0,64.0,12.77
106,1505991.0,igarka,67.47,86.57,1533265716.0,46.77,96.0,32.0,11.65
107,3430443.0,necochea,-38.55,-58.74,1533265716.0,41.37,98.0,0.0,11.21
108,1106677.0,bambous virieux,-20.34,57.76,1533261600.0,66.2,88.0,20.0,6.93
109,1492160.0,shipunovo,52.22,82.26,1533265716.0,66.75,55.0,0.0,9.53
110,1651810.0,airai,-8.93,125.41,1533265717.0,81.33,37.0,0.0,1.7
111,240210.0,birao,10.3,22.78,1533265717.0,70.17,93.0,12.0,4.05
112,4407665.0,kodiak,39.95,-94.76,1533261180.0,82.4,54.0,1.0,3.36
113,1791748.0,wanxian,30.8,108.39,1533265717.0,82.77,79.0,8.0,2.82
114,159909.0,gairo,-6.14,36.87,1533265717.0,51.81,88.0,8.0,3.6
115,2079582.0,alyangula,-13.85,136.42,1533265718.0,81.42,80.0,0.0,3.49
116,1717512.0,buluang,10.47,123.98,1533265200.0,87.8,58.0,75.0,18.34
117,569359.0,cherdyn,60.4,56.48,1533265718.0,69.27,77.0,0.0,11.1
118,1494523.0,polovinnoye,54.79,65.99,1533265718.0,63.69,69.0,80.0,9.64
119,1491977.0,shumskiy,54.83,99.13,1533265718.0,60.0,84.0,68.0,3.94
120,2130188.0,hakodate,41.8,140.75,1533261600.0,77.0,73.0,20.0,13.87
121,6201424.0,mataura,-46.19,168.86,1533265719.0,47.58,100.0,88.0,5.73
122,3397893.0,itacoatiara,-3.14,-58.44,1533265719.0,73.95,98.0,64.0,2.71
123,3934608.0,tucuman,-17.17,-70.89,1533265720.0,47.22,87.0,0.0,1.36
124,2267254.0,lagoa,37.14,-8.45,1533263400.0,82.4,39.0,0.0,13.87
125,2112802.0,hasaki,35.73,140.83,1533263400.0,88.11,66.0,40.0,8.05
126,3458449.0,londrina,-23.31,-51.16,1533264300.0,60.8,93.0,75.0,3.36
127,1737486.0,bintulu,3.17,113.03,1533261600.0,82.4,83.0,75.0,3.36
128,3985710.0,cabo san lucas,22.89,-109.91,1533260460.0,85.21,66.0,5.0,3.36
129,4035715.0,avarua,-21.21,-159.78,1533261600.0,69.8,83.0,75.0,17.22
130,934322.0,mahebourg,-20.41,57.7,1533261600.0,66.2,88.0,20.0,6.93
131,3420768.0,qasigiannguit,68.82,-51.19,1533264600.0,46.4,61.0,88.0,13.87
132,3646382.0,carupano,10.67,-63.26,1533265722.0,77.55,96.0,80.0,9.98
133,1804442.0,lanxi,29.21,119.46,1533265722.0,74.31,98.0,92.0,3.38
134,2180815.0,tuatapere,-46.13,167.69,1533265722.0,46.86,100.0,92.0,8.97
135,1637001.0,biak,-0.91,122.88,1533265723.0,79.17,89.0,64.0,4.94
136,1808783.0,xihe,34.02,105.29,1533265723.0,64.77,96.0,92.0,3.38
137,2191562.0,dunedin,-45.87,170.5,1533265723.0,47.22,100.0,92.0,3.94
138,2377457.0,nouadhibou,20.93,-17.03,1533261600.0,68.0,77.0,0.0,11.41
139,1498919.0,lugovoy,59.72,65.88,1533265723.0,62.43,65.0,12.0,14.9
140,2508813.0,adrar,27.87,-0.29,1533261600.0,89.6,15.0,0.0,5.82
141,3378644.0,georgetown,6.8,-58.16,1533261600.0,77.0,94.0,40.0,2.24
142,5892532.0,banff,51.18,-115.57,1533265725.0,59.64,32.0,0.0,3.6
143,3348078.0,kuito,-12.38,16.94,1533265725.0,49.2,79.0,0.0,2.71
144,2028164.0,deputatskiy,69.3,139.9,1533265725.0,62.52,61.0,20.0,5.73
145,5955902.0,fort nelson,58.81,-122.69,1533261600.0,80.6,39.0,40.0,2.24
146,5855927.0,hilo,19.71,-155.08,1533261360.0,68.99,69.0,20.0,9.17
147,2015306.0,tiksi,71.64,128.87,1533265725.0,58.74,78.0,0.0,4.94
148,1045114.0,inhambane,-23.87,35.38,1533265726.0,63.96,100.0,0.0,7.4
149,1507390.0,dikson,73.51,80.55,1533265726.0,42.18,96.0,0.0,20.15
150,1263776.0,mangan,27.5,88.54,1533265726.0,51.27,91.0,48.0,1.48
151,1885823.0,jiangyou,31.78,104.73,1533265726.0,74.85,98.0,92.0,3.94
152,3899695.0,ancud,-41.87,-73.83,1533265726.0,48.12,98.0,92.0,9.31
153,5880568.0,bethel,60.79,-161.76,1533261540.0,55.4,87.0,90.0,4.7
154,2670776.0,myre,62.25,17.37,1533264600.0,64.4,77.0,0.0,3.36
155,3037899.0,ambon,47.55,-2.56,1533265200.0,66.2,77.0,0.0,5.82
156,3439208.0,capiibary,-24.8,-56.03,1533265728.0,62.52,98.0,100.0,1.36
157,2017705.0,poyarkovo,49.62,128.65,1533265728.0,69.36,73.0,92.0,4.16
158,2178753.0,kirakira,-10.46,161.92,1533265728.0,80.79,100.0,80.0,18.92
159,2160063.0,codrington,-28.95,153.24,1533265729.0,65.85,70.0,0.0,4.94
160,3671519.0,puerto carreno,6.19,-67.49,1533261600.0,78.8,88.0,75.0,6.93
161,3356832.0,henties bay,-22.12,14.28,1533265729.0,52.98,100.0,92.0,1.92
162,2158744.0,margate,-43.03,147.26,1533265200.0,60.8,44.0,75.0,6.93
163,543246.0,kozhva,65.11,57.05,1533265729.0,45.24,97.0,92.0,18.25
164,2123814.0,leningradskiy,69.38,178.42,1533265730.0,36.6,98.0,92.0,14.67
165,1794971.0,shitanjing,39.23,106.34,1533265730.0,79.8,60.0,76.0,4.61
166,2067070.0,palmer,-34.85,139.16,1533265200.0,57.2,62.0,20.0,19.46
167,2396646.0,oyem,1.6,11.57,1533265731.0,69.54,96.0,92.0,2.37
168,5847411.0,kahului,20.89,-156.47,1533261360.0,82.92,62.0,40.0,25.28
169,3932145.0,pisco,-13.71,-76.2,1533261600.0,62.6,82.0,0.0,9.17
170,1800146.0,nanchong,30.8,106.08,1533265731.0,85.2,85.0,48.0,4.05
171,3440777.0,rocha,-34.48,-54.34,1533265731.0,39.39,87.0,8.0,7.74
172,2121025.0,srednekolymsk,67.46,153.71,1533265732.0,67.29,73.0,8.0,3.04
173,2122574.0,ola,59.58,151.3,1533263400.0,66.2,68.0,75.0,4.47
174,2449893.0,tessalit,20.2,1.01,1533265434.0,77.64,31.0,12.0,2.37
175,3026644.0,souillac,45.6,-0.6,1533265200.0,71.44,60.0,0.0,2.24
176,1490256.0,talnakh,69.49,88.39,1533265732.0,44.52,95.0,92.0,15.9
177,789988.0,mana,43.52,20.24,1533263400.0,65.25,100.0,75.0,1.12
178,60019.0,eyl,7.98,49.82,1533265733.0,76.65,81.0,8.0,21.72
179,1072879.0,ankazoabo,-22.29,44.51,1533265733.0,46.95,88.0,0.0,4.72
180,3671387.0,puerto narino,-3.77,-70.38,1533261600.0,75.2,100.0,20.0,2.48
181,2147403.0,tarana,-33.53,149.91,1533265733.0,55.77,65.0,0.0,7.63
182,6149996.0,smithers,54.78,-127.17,1533261600.0,73.4,40.0,20.0,12.75
183,3855075.0,general pico,-35.66,-63.75,1533265734.0,45.24,52.0,0.0,13.78
184,3401148.0,cururupu,-1.82,-44.87,1533265734.0,75.48,92.0,12.0,4.38
185,692315.0,sudak,44.85,34.97,1533265734.0,66.21,100.0,0.0,6.62
186,4021858.0,guerrero negro,27.97,-114.04,1533265734.0,74.22,83.0,0.0,11.54
187,3838233.0,salta,-24.79,-65.41,1533261600.0,44.6,75.0,0.0,3.36
188,5924351.0,clyde river,70.47,-68.59,1533262980.0,35.6,100.0,90.0,11.41
189,3423146.0,ilulissat,69.22,-51.1,1533264600.0,46.4,61.0,88.0,13.87
190,6295855.0,saint-georges,46.12,-70.67,1533265735.0,64.14,86.0,56.0,3.15
191,1529651.0,altay,47.83,88.13,1533265736.0,63.78,56.0,0.0,2.82
192,3652462.0,san cristobal,-0.39,-78.55,1533261600.0,50.0,87.0,0.0,9.17
193,2192362.0,christchurch,-43.53,172.64,1533265200.0,53.6,71.0,8.0,9.17
194,566165.0,diveyevo,55.04,43.25,1533265736.0,68.46,59.0,0.0,7.4
195,104515.0,mecca,21.43,39.83,1533261600.0,86.0,42.0,0.0,2.59
196,2092164.0,lorengau,-2.02,147.27,1533265737.0,80.79,100.0,64.0,5.73
197,2138592.0,pouembout,-21.12,164.9,1533265737.0,74.04,55.0,56.0,3.15
198,1498161.0,muzhi,65.4,64.7,1533265737.0,45.06,100.0,92.0,12.66
199,532675.0,lysva,58.11,57.8,1533265738.0,65.85,94.0,12.0,13.11
200,3835994.0,santa rosa,-36.62,-64.29,1533265688.0,46.68,48.0,0.0,15.23
201,2966778.0,ballina,54.11,-9.15,1533265739.0,60.18,97.0,92.0,5.39
202,5882953.0,aklavik,68.22,-135.01,1533261600.0,46.4,70.0,90.0,9.17
203,1795424.0,huilong,28.89,110.18,1533265739.0,82.14,82.0,48.0,3.04
204,2094027.0,kieta,-6.22,155.63,1533265740.0,80.52,100.0,80.0,4.94
205,3136690.0,stokmarknes,68.56,14.91,1533265740.0,57.84,99.0,80.0,5.61
206,5991284.0,kerrobert,51.92,-109.14,1533264060.0,69.8,56.0,75.0,10.29
207,1490796.0,strezhevoy,60.73,77.6,1533263400.0,46.4,87.0,90.0,4.47
208,1033356.0,nampula,-15.12,39.26,1533265741.0,48.3,90.0,0.0,2.48
209,2624652.0,arhus,56.16,10.21,1533264600.0,58.01,87.0,0.0,2.93
210,6138908.0,saint-philippe,45.36,-73.48,1533264900.0,73.96,94.0,40.0,3.83
211,4020109.0,atuona,-9.8,-139.03,1533265741.0,79.44,100.0,0.0,14.79
212,2510725.0,tacoronte,28.48,-16.41,1533265200.0,68.32,82.0,20.0,11.41
213,777032.0,nyborg,70.18,28.61,1533264600.0,55.4,100.0,75.0,4.7
214,5367788.0,lompoc,34.64,-120.46,1533263700.0,63.07,87.0,20.0,10.29
215,3531368.0,celestun,20.87,-90.4,1533265728.0,85.02,98.0,36.0,17.58
216,4004293.0,ixtapa,20.71,-105.21,1533260820.0,86.0,84.0,90.0,8.05
217,863061.0,usinsk,66.0,57.56,1533265742.0,45.24,95.0,92.0,21.83
218,2037346.0,fuxin,42.02,121.65,1533265742.0,92.22,65.0,0.0,7.74
219,6620339.0,karratha,-20.74,116.85,1533265541.0,67.47,19.0,0.0,12.55
220,6125862.0,roblin,51.23,-101.35,1533265743.0,69.99,71.0,0.0,10.76
221,5491487.0,silver city,32.77,-108.28,1533264900.0,80.6,34.0,1.0,8.05
222,1636426.0,manggar,-2.88,108.27,1533265743.0,86.28,67.0,36.0,15.46
223,2219235.0,awbari,26.59,12.77,1533265744.0,75.84,30.0,0.0,6.96
224,1106643.0,quatre cocos,-20.21,57.76,1533261600.0,66.2,88.0,20.0,6.93
225,504042.0,pushchino,54.83,37.61,1533263400.0,64.4,77.0,0.0,2.24
226,3372783.0,ponta delgada,37.73,-25.67,1533263400.0,69.8,88.0,40.0,8.05
227,5354943.0,half moon bay,37.46,-122.43,1533264000.0,68.92,87.0,90.0,6.93
228,5848280.0,kapaa,22.08,-159.32,1533261360.0,86.2,70.0,40.0,19.46
229,1626099.0,sumenep,-7.02,113.87,1533265745.0,78.54,98.0,0.0,10.65
230,2965654.0,castlebar,53.86,-9.3,1533265745.0,59.28,99.0,92.0,7.52
231,1082243.0,ambilobe,-13.19,49.05,1533265745.0,60.9,92.0,0.0,3.15
232,2960970.0,westport,53.8,-9.52,1533265745.0,59.28,99.0,92.0,7.52
233,921786.0,mitsamiouli,-11.38,43.28,1533265746.0,73.05,100.0,0.0,4.61
234,934479.0,grand gaube,-20.01,57.66,1533261600.0,66.2,88.0,20.0,6.93
235,2023469.0,markova,52.21,104.21,1533263400.0,69.8,68.0,0.0,8.95
236,2790471.0,hun,50.34,4.87,1533264600.0,65.12,68.0,0.0,6.93
237,3393692.0,itarema,-2.92,-39.92,1533265747.0,76.92,84.0,0.0,13.56
238,3533462.0,acapulco,16.86,-99.88,1533261000.0,84.2,74.0,75.0,4.7
239,2173323.0,bundaberg,-24.87,152.35,1533265462.0,69.72,90.0,8.0,8.75
240,934649.0,cap malheureux,-19.98,57.61,1533261600.0,66.2,88.0,20.0,6.93
241,1805857.0,jieshi,22.82,115.83,1533265747.0,88.08,86.0,32.0,10.31
242,3466165.0,cidreira,-30.17,-50.22,1533265747.0,58.65,85.0,76.0,12.21
243,3394841.0,minador do negrao,-9.31,-36.86,1533265748.0,66.48,84.0,36.0,5.95
244,1649593.0,bandar,-4.2,104.14,1533265748.0,85.65,58.0,0.0,7.29
245,3939761.0,hualmay,-11.1,-77.61,1533265748.0,54.87,95.0,44.0,6.73
246,1813206.0,daye,30.1,114.98,1533265748.0,85.65,84.0,88.0,1.92
247,1214488.0,meulaboh,4.14,96.13,1533265749.0,81.51,100.0,12.0,1.92
248,3514843.0,vega de alatorre,20.03,-96.65,1533265749.0,72.42,100.0,32.0,2.82
249,3383330.0,paramaribo,5.82,-55.18,1533265200.0,78.8,88.0,0.0,3.36
250,3451051.0,rio verde de mato grosso,-18.92,-54.84,1533265749.0,64.68,80.0,12.0,3.15
251,4132093.0,springdale,36.19,-94.13,1533261480.0,76.39,54.0,5.0,4.61
252,161943.0,gumdag,39.2,54.59,1533265750.0,86.1,19.0,100.0,14.56
253,777682.0,skjervoy,70.03,20.97,1533265589.0,54.51,97.0,68.0,6.06
254,3867427.0,mayor pablo lagerenza,-19.93,-60.77,1533265751.0,63.42,48.0,92.0,10.42
255,2383523.0,paoua,7.24,16.43,1533265751.0,66.3,95.0,68.0,2.93
256,64814.0,bandarbeyla,9.49,50.81,1533265751.0,75.66,84.0,0.0,28.88
257,3870243.0,taltal,-25.41,-70.49,1533265751.0,45.87,100.0,0.0,2.04
258,1714733.0,dingle,11.0,122.67,1533265752.0,75.21,100.0,92.0,11.65
259,5954718.0,flin flon,54.77,-101.88,1533265699.0,65.58,79.0,64.0,3.83
260,3137942.0,sola,58.89,5.65,1533264600.0,62.38,82.0,75.0,2.24
261,2120591.0,tilichiki,60.47,166.1,1533265752.0,57.12,95.0,80.0,3.71
262,4031574.0,provideniya,64.42,-173.23,1533263400.0,62.6,59.0,0.0,4.47
263,3416888.0,grindavik,63.84,-22.43,1533263400.0,49.28,100.0,75.0,10.29
264,3460954.0,praia,-20.25,-43.81,1533265753.0,56.67,100.0,48.0,3.04
265,1852357.0,shimoda,34.7,138.93,1533261600.0,86.0,79.0,20.0,3.36
266,2034691.0,songjianghe,42.18,127.48,1533265753.0,87.72,60.0,0.0,3.83
267,2109528.0,buala,-8.15,159.59,1533265753.0,84.93,80.0,88.0,10.31
268,3421319.0,nuuk,64.17,-51.74,1533264600.0,50.0,53.0,92.0,29.97
269,3573739.0,esperance,10.24,-61.45,1533261600.0,77.0,88.0,20.0,5.39
270,2168305.0,dubbo,-32.25,148.6,1533265200.0,69.8,30.0,75.0,27.51
271,160677.0,chake chake,-5.25,39.77,1533265754.0,76.47,100.0,8.0,9.98
272,121380.0,parsabad,39.65,47.92,1533265754.0,78.36,61.0,0.0,5.06
273,3839307.0,rawson,-43.3,-65.11,1533265755.0,49.2,50.0,24.0,16.46
274,561234.0,glinka,54.64,32.87,1533265755.0,59.28,82.0,0.0,2.93
275,3894406.0,coihueco,-36.63,-71.83,1533261600.0,46.4,81.0,90.0,14.99
276,3452483.0,prado,-17.34,-39.22,1533265756.0,75.75,99.0,80.0,9.75
277,153955.0,micheweni,-4.97,39.83,1533265756.0,76.83,100.0,0.0,11.21
278,6539761.0,roma,41.89,12.48,1533262800.0,75.27,78.0,0.0,3.36
279,2666218.0,marsta,59.93,17.59,1533264600.0,64.0,77.0,0.0,3.36
280,331038.0,mendi,9.8,35.1,1533265757.0,56.22,96.0,20.0,3.49
281,6089245.0,norman wells,65.28,-126.83,1533261600.0,59.0,77.0,75.0,4.7
282,2259655.0,impfondo,1.62,18.06,1533265757.0,68.37,95.0,36.0,2.15
283,2185537.0,kawhia,-38.07,174.82,1533265757.0,54.87,100.0,0.0,7.18
284,2136825.0,isangel,-19.55,169.27,1533265758.0,72.69,100.0,0.0,13.0
285,1790353.0,xianyang,34.31,108.72,1533261600.0,87.8,62.0,0.0,13.42
286,3421765.0,nanortalik,60.14,-45.24,1533265758.0,40.83,95.0,0.0,10.87
287,4036284.0,alofi,-19.06,-169.92,1533265758.0,75.84,100.0,0.0,7.52
288,2025286.0,chuguyevka,44.17,133.87,1533265758.0,79.71,56.0,0.0,3.27
289,174448.0,abu kamal,34.45,40.92,1533265759.0,82.32,45.0,0.0,12.77
290,1252795.0,yanam,16.73,82.22,1533265759.0,78.45,89.0,20.0,19.04
291,1733782.0,victoria,5.28,115.24,1533263400.0,85.12,74.0,75.0,6.93
292,4267710.0,sitka,37.17,-99.65,1533265760.0,80.88,48.0,0.0,14.12
293,6113406.0,prince rupert,54.32,-130.32,1533261600.0,57.2,93.0,90.0,3.36
294,5494881.0,culebra,34.68,-105.77,1533263700.0,75.56,36.0,75.0,2.48
295,3389012.0,sao benedito do rio preto,-3.33,-43.53,1533265760.0,71.25,98.0,8.0,4.05
296,1865309.0,katsuura,33.93,134.5,1533264120.0,93.2,67.0,20.0,11.41
297,6693679.0,gizo,31.8,34.94,1533264600.0,80.78,83.0,40.0,6.93
298,2126199.0,cherskiy,68.75,161.3,1533265761.0,65.31,43.0,24.0,4.16
299,2122605.0,okhotsk,59.36,143.24,1533265761.0,64.05,92.0,24.0,2.26
300,6542155.0,trapani,38.02,12.54,1533264900.0,74.39,88.0,0.0,3.36
301,645765.0,muhos,64.81,26.0,1533264600.0,66.2,88.0,0.0,5.82
302,3467400.0,capanema,-25.67,-53.8,1533261600.0,61.7,93.0,0.0,2.71
303,1150965.0,ranong,9.96,98.62,1533261600.0,84.2,83.0,75.0,8.05
304,3576994.0,cockburn town,21.46,-71.14,1533265476.0,82.5,97.0,44.0,21.72
305,3665202.0,aripuana,-9.17,-60.63,1533265762.0,78.27,82.0,24.0,1.92
306,157429.0,kilindoni,-7.91,39.67,1533265762.0,76.56,99.0,0.0,11.1
307,553955.0,kalnibolotskaya,46.01,40.45,1533265763.0,71.97,37.0,24.0,9.08
308,5746545.0,portland,45.52,-122.67,1533264780.0,69.28,60.0,75.0,5.82
